"Date","Related","Document Title"
1894-06-21,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1894-06-21,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1894-07-09,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-07-25,"Grover Cleveland","Executive Order—Civil Service: Amendment of Classification of the Department of Interior"
1894-11-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Civil Service: Amendment of Classification"
1894-11-02,"Grover Cleveland","Executive Order—Civil Service: Amendment of Classification"
1894-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-11-17,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1894-12-04,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1894-12-15,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-01-03,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-02-12,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-03-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-03-18,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-03-20,"Grover Cleveland","Executive Order"
1895-04-15,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-05-07,"Grover Cleveland","Executive Order—Civil Service: Internal Revenue Rules"
1895-05-16,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-05-24,"Grover Cleveland","Executive Order"
1895-05-24,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-05-24,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-05-24,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-05-24,"Grover Cleveland","Executive Order—Civil Service: Amendment of Classification"
1895-05-28,"Grover Cleveland","Executive Order"
1895-05-28,"Grover Cleveland","Executive Order"
1895-06-13,"Grover Cleveland","Executive Order—Civil Service: Government Printing Office Rules"
1895-06-25,"Grover Cleveland","Executive Order—Civil Service: Withdrawing Engineers and Assistant Engineers From the List of Places to Be Filled by Noncompetitive Examination."
1895-07-11,"Grover Cleveland","Executive Order"
1895-07-15,"Grover Cleveland","Executive Order—Civil Service: Classification of the Pension Agencies of the Interior Department"
1895-07-15,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-07-15,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-07-15,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-07-15,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1895-07-15,"Grover Cleveland","Executive Order—Civil Service: Amendment of Classification"
1895-07-15,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-07-30,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-08-05,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-08-16,"Grover Cleveland","Executive Order—Civil Service: Withdrawing Compositors and Pressmen From the List of Places to Be Filled By Noncompetitive Examination"
1895-08-22,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-09-05,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-09-16,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-09-20,"Grover Cleveland","Executive Order"
1895-09-30,"Grover Cleveland","Executive Order"
1895-11-06,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-12-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1895-12-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1896-01-18,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1896-01-18,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1896-03-20,"Grover Cleveland","Executive Order—Civil Service: Extension of the Classified Departmental and Indian Services"
1896-03-28,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1896-03-28,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1896-05-06,"Grover Cleveland","Executive Order—Civil Service Rules"
1896-05-07,"Grover Cleveland","Executive Order"
1896-05-13,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1896-11-02,"Grover Cleveland","Executive Order—Amendments of Civil Service Rules"
1896-11-02,"Grover Cleveland","Executive Order"
1896-12-23,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1897-01-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1897-01-02,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1897-01-12,"Grover Cleveland","Executive Order—Civil Service: Classification of the Office of the President"
1897-01-12,"Grover Cleveland","Executive Order"
1897-01-27,"Grover Cleveland","Executive Order—Amendment of Civil Service Rules"
1898-03-28,"William McKinley","Executive Order"
1898-05-07,"William McKinley","Executive Order"
1898-05-19,"William McKinley","Executive Order"
1898-05-19,"William McKinley","Executive Order"
1898-05-19,"William McKinley","Executive Order"
1898-07-04,"William McKinley","Executive Order"
1898-07-08,"William McKinley","Executive Order"
1898-07-13,"William McKinley","Executive Order"
1898-07-16,"William McKinley","Executive Order"
1898-07-21,"William McKinley","Executive Order"
1898-07-27,"William McKinley","Executive Order"
1898-08-06,"William McKinley","Executive Order"
1898-08-06,"William McKinley","Executive Order"
1898-08-17,"William McKinley","Executive Order"
1898-08-21,"William McKinley","Executive Order"
1898-08-21,"William McKinley","Executive Order"
1898-12-04,"William McKinley","Executive Order"
1898-12-09,"William McKinley","Executive Order"
1898-12-21,"William McKinley","Executive Order"
1898-12-21,"William McKinley","Executive Order"
1898-12-22,"William McKinley","Executive Order"
1898-12-22,"William McKinley","Executive Order"
1899-01-01,"William McKinley","Executive Order"
1899-01-20,"William McKinley","Executive Order"
1899-01-31,"William McKinley","Executive Order"
1899-02-03,"William McKinley","Executive Order"
1899-04-01,"William McKinley","Executive Order"
1899-04-01,"William McKinley","Executive Order"
1899-04-01,"William McKinley","Executive Order"
1899-04-03,"William McKinley","Executive Order"
1899-04-06,"William McKinley","Executive Order"
1899-05-06,"William McKinley","Executive Order"
1899-05-06,"William McKinley","Executive Order"
1899-05-10,"William McKinley","Executive Order"
1899-05-13,"William McKinley","Executive Order"
1899-05-23,"William McKinley","Executive Order"
1899-06-10,"William McKinley","Executive Order"
1899-06-16,"William McKinley","Executive Order"
1899-06-27,"William McKinley","Executive Order"
1899-07-03,"William McKinley","Executive Order"
1899-07-03,"William McKinley","Executive Order"
1899-07-24,"William McKinley","Executive Order"
1899-08-17,"William McKinley","Executive Order"
1899-09-02,"William McKinley","Executive Order"
1899-09-11,"William McKinley","Executive Order"
1899-09-18,"William McKinley","Executive Order"
1899-09-29,"William McKinley","Executive Order"
1899-11-04,"William McKinley","Executive Order"
1899-11-10,"William McKinley","Executive Order"
1899-12-01,"William McKinley","Executive Order"
1900-01-03,"William McKinley","Executive Order"
1900-01-05,"William McKinley","Executive Order"
1900-01-08,"William McKinley","Executive Order"
1900-01-19,"William McKinley","Executive Order"
1900-02-12,"William McKinley","Executive Order"
1900-03-07,"William McKinley","Executive Order"
1900-03-19,"William McKinley","Executive Order—Northern Cheyenne Reserve, Montana"
1900-03-20,"William McKinley","Executive Order"
1900-03-21,"William McKinley","Executive Order"
1900-05-01,"William McKinley","Executive Order"
1900-05-14,"William McKinley","Executive Order—Hualpai (Walapai) Reserve, Arizona"
1900-05-26,"William McKinley","Executive Order"
1900-05-26,"William McKinley","Executive Order"
1900-06-12,"William McKinley","Executive Order"
1900-06-22,"William McKinley","Executive Order"
1900-06-27,"William McKinley","Executive Order"
1900-06-29,"William McKinley","Executive Order"
1900-08-02,"William McKinley","Executive Order"
1900-08-02,"William McKinley","Executive Order"
1900-08-23,"William McKinley","Executive Order"
1900-09-03,"William McKinley","Executive Order"
1900-09-19,"William McKinley","Executive Order"
1900-09-20,"William McKinley","Executive Order"
1900-10-10,"William McKinley","Executive Order"
1900-10-10,"William McKinley","Executive Order"
1900-10-13,"William McKinley","Executive Order"
1900-10-29,"William McKinley","Executive Order"
1900-11-20,"William McKinley","Executive Order"
1900-12-07,"William McKinley","Executive Order"
1900-12-13,"William McKinley","Executive Order"
1900-12-14,"William McKinley","Executive Order"
1900-12-19,"William McKinley","Executive Order"
1901-02-02,"William McKinley","Executive Order"
1901-03-08,"William McKinley","Executive Order"
1901-03-09,"William McKinley","Executive Order"
1901-03-09,"William McKinley","Executive Order"
1901-03-11,"William McKinley","Executive Order"
1901-03-12,"William McKinley","Executive Order"
1901-03-14,"William McKinley","Executive Order"
1901-03-22,"William McKinley","Executive Order"
1901-03-25,"William McKinley","Executive Order"
1901-03-26,"William McKinley","Executive Order"
1901-03-30,"William McKinley","Executive Order"
1901-04-02,"William McKinley","Executive Order"
1901-04-05,"William McKinley","Executive Order"
1901-04-06,"William McKinley","Executive Order"
1901-04-15,"William McKinley","Executive Order"
1901-04-23,"William McKinley","Executive Order"
1901-04-29,"William McKinley","Executive Order"
1901-06-07,"William McKinley","Executive Order"
1901-06-07,"William McKinley","Executive Order"
1901-06-10,"William McKinley","Executive Order"
1901-06-21,"William McKinley","Executive Order"
1901-06-21,"William McKinley","Executive Order"
1901-06-21,"William McKinley","Executive Order"
1901-06-25,"William McKinley","Executive Order"
1901-06-25,"William McKinley","Executive Order"
1901-06-29,"William McKinley","Executive Order"
1901-07-24,"William McKinley","Executive Order"
1901-08-19,"William McKinley","Executive Order"
1901-08-20,"William McKinley","Executive Order"
1901-08-27,"William McKinley","Executive Order"
1901-08-29,"William McKinley","Executive Order"
1901-09-23,"Theodore Roosevelt","Executive Order"
1901-10-01,"Theodore Roosevelt","Executive Order"
1901-10-15,"Theodore Roosevelt","Executive Order"
1901-10-30,"Theodore Roosevelt","Executive Order"
1901-11-09,"Theodore Roosevelt","Executive Order"
1901-11-11,"Theodore Roosevelt","Executive Order"
1901-11-14,"Theodore Roosevelt","Executive Order"
1901-11-15,"Theodore Roosevelt","Executive Order"
1901-11-26,"Theodore Roosevelt","Executive Order"
1901-12-03,"Theodore Roosevelt","Executive Order"
1901-12-09,"Theodore Roosevelt","Executive Order"
1901-12-19,"Theodore Roosevelt","Executive Order"
1902-01-17,"Theodore Roosevelt","Executive Order"
1902-01-31,"Theodore Roosevelt","Executive Order"
1902-02-05,"Theodore Roosevelt","Executive Order"
1902-02-15,"Theodore Roosevelt","Executive Order"
1902-03-24,"Theodore Roosevelt","Executive Order"
1902-03-26,"Theodore Roosevelt","Executive Order"
1902-03-27,"Theodore Roosevelt","Executive Order"
1902-04-29,"Theodore Roosevelt","Executive Order"
1902-04-29,"Theodore Roosevelt","Executive Order"
1902-04-30,"Theodore Roosevelt","Executive Order"
1902-05-12,"Theodore Roosevelt","Executive Order"
1902-05-12,"Theodore Roosevelt","Executive Order"
1902-06-13,"Theodore Roosevelt","Executive Order"
1902-06-13,"Theodore Roosevelt","Executive Order"
1902-07-03,"Theodore Roosevelt","Executive Order"
1902-07-10,"Theodore Roosevelt","Executive Order"
1902-07-19,"Theodore Roosevelt","Executive Order—Issuance of Passports to Residents of the Insular Possessions of the United States"
1902-07-22,"Theodore Roosevelt","Executive Order—Reserving Miraflores Island in Puerto Rico"
1902-07-25,"Theodore Roosevelt","Executive Order—Mandatory Retirement Age for Officers of the Revenue Cutter Service"
1902-08-01,"Theodore Roosevelt","Executive Order—Affecting Rates of Pay of Certain Naval Personnel"
1902-08-09,"Theodore Roosevelt","Executive Order—Setting Aside Certain Public Lands for Use in Connection with Experimental Tree Planting"
1902-09-04,"Theodore Roosevelt","Executive Order"
1902-11-26,"Theodore Roosevelt","Executive Order—Greenville School, California"
1902-12-22,"Theodore Roosevelt","Executive Order"
1903-03-26,"Theodore Roosevelt","Executive Order"
1903-03-27,"Theodore Roosevelt","Executive Order"
1903-03-28,"Theodore Roosevelt","Executive Order"
1903-05-29,"Theodore Roosevelt","Executive Order"
1903-07-03,"Theodore Roosevelt","Executive Order"
1903-07-08,"Theodore Roosevelt","Executive Order"
1903-07-13,"Theodore Roosevelt","Executive Order"
1903-07-29,"Theodore Roosevelt","Executive Order"
1903-07-30,"Theodore Roosevelt","Executive Order"
1903-07-31,"Theodore Roosevelt","Executive Order"
1903-08-09,"Theodore Roosevelt","Executive Order"
1903-08-17,"Theodore Roosevelt","Executive Order"
1903-08-20,"Theodore Roosevelt","Executive Order"
1903-09-15,"Theodore Roosevelt","Executive Order"
1903-10-09,"Theodore Roosevelt","Executive Order"
1903-10-23,"Theodore Roosevelt","Executive Order"
1903-11-02,"Theodore Roosevelt","Executive Order"
1903-12-04,"Theodore Roosevelt","Executive Order"
1903-12-28,"Theodore Roosevelt","Executive Order"
1904-01-07,"Theodore Roosevelt","Executive Order"
1904-01-25,"Theodore Roosevelt","Executive Order—Addition to Pine Ridge Reservation"
1904-02-01,"Theodore Roosevelt","Executive Order"
1904-02-05,"Theodore Roosevelt","Executive Order"
1904-02-20,"Theodore Roosevelt","Executive Order—Pine Ridge School Reservation, South Dakota"
1904-02-25,"Theodore Roosevelt","Executive Order"
1904-02-27,"Theodore Roosevelt","Executive Order"
1904-03-01,"Theodore Roosevelt","Executive Order"
1904-03-04,"Theodore Roosevelt","Executive Order"
1904-03-10,"Theodore Roosevelt","Executive Order"
1904-03-26,"Theodore Roosevelt","Executive Order"
1904-05-18,"Theodore Roosevelt","Executive Order"
1904-05-26,"Theodore Roosevelt","Executive Order"
1904-06-02,"Theodore Roosevelt","Executive Order"
1904-06-13,"Theodore Roosevelt","Executive Order"
1904-06-17,"Theodore Roosevelt","Executive Order"
1904-06-23,"Theodore Roosevelt","Executive Order"
1904-06-24,"Theodore Roosevelt","Executive Order"
1904-11-15,"Theodore Roosevelt","Executive Order"
1904-11-29,"Theodore Roosevelt","Executive Order"
1904-11-29,"Theodore Roosevelt","Executive Order"
1905-01-04,"Theodore Roosevelt","Executive Order"
1905-01-09,"Theodore Roosevelt","Executive Order"
1905-01-27,"Theodore Roosevelt","Executive Order"
1905-03-10,"Theodore Roosevelt","Executive Order—Navaho Reservation, Utah"
1905-05-15,"Theodore Roosevelt","Executive Order—Cancellation of Lands Set Apart in Utah"
1905-06-29,"Theodore Roosevelt","Executive Order"
1905-07-21,"Theodore Roosevelt","Executive Order—Fort Shaw School Reservation, Montana"
1905-07-22,"Theodore Roosevelt","Executive Order"
1905-07-25,"Theodore Roosevelt","Executive Order"
1905-07-29,"Theodore Roosevelt","Executive Order—Santa Clara Pueblo, New Mexico"
1905-08-26,"Theodore Roosevelt","Executive Order"
1905-08-31,"Theodore Roosevelt","Executive Order"
1905-10-13,"Theodore Roosevelt","Executive Order"
1905-10-17,"Theodore Roosevelt","Executive Order"
